status_id,status
1,( MA หมด 05/2565 )
2,( MA01/2565)
3,( MA09/2564)
4,( MAหมด 07/2563)
5,( ส่งใบเสนอราคาไปแล้วแต่ยังไม่ตอบกลับ หมด MA06/2550)verandahresidence62@gmail.com
6,(** ไม่ต่อ MA** หมด 12/2562)
7,(** ไม่ต่อ MA** หมด MA12/2562)
8,(***ไม่ต่อMA ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด 07/2558***)
9,(***ไม่ต่อMA ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA 10/2556***)
10,(***ไม่ต่อMA ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA01/2562***)
11,(***ไม่ต่อMA ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA04/2562***)>>
12,(**ไม่ต่อ MA ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด 11/2559**)
13,(**ไม่ต่อ MA ส่งใบเสนอราคาไปแล้วยังไม่มีการตอบกลับหมด 06/2559**)
14,(**ไม่ต่อ MA ส่งใบเสนอราคาไปแล้วยังไม่มีการตอบกลับหมด 08/2555**)
15,(**ไม่ต่อ MA หมด ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด MA06/2560**)
16,(**ไม่ต่อ MA หมด ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด MA12/2562**)
17,(**ไม่ต่อMA ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA04/2562**)
18,(**ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ >>>หมด MA03/2557**)
19,(**ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA03/2557**)
20,(*ไม่ต่อMA ส่งใบเสนอราคาไปแล้ว ไม่มีการตอบกลับ หมด MA04/2562**)
21,(*ไม่ต่อMA**)
22,(21 กรกฎาคม 2566)
23,(Cemco ไม่ต่อMA หมด 08/2560)
24,(Cemco ไม่ต่อMA หมด 10/2559)
25,(Cemco ไม่ต่อMA หมด 11/2556)
26,(Cemco** ไม่ต่อ MA หมด 10/2559**)
27,(CQ )
28,(CQ)
29,(GL)
30,(LICENCE 01/2566)
31,(LICENCE 02/2566)
32,(LICENCE 03/2566)
33,(LICENCE 04/2566)
34,(LICENCE 05/2565)
35,(LICENCE 05/2566)
36,(LICENCE 06/2566)
37,(LICENCE 07/2565)
38,(LICENCE 07/2566)
39,(LICENCE 08/2565)
40,(LICENCE 08/2566)
41,(LICENCE 09/2565)
42,(LICENCE 1 M.)
43,(LICENCE 1.M.)
44,(LICENCE 10/2565)
45,(LICENCE 11/2565)
46,(LICENCE 12/2565)
47,(LICENCE 1M.)
48,(LICENCE M1.)
49,(LICENCE01/2564)
50,(LICENCE01/2565)
51,(LICENCE01/2566)
52,(LICENCE02/2564)
53,(LICENCE02/2565)
54,(LICENCE02/2566)
55,(LICENCE03/2564)
56,(LICENCE04/2564)
57,(LICENCE05/2563)
58,(LICENCE05/2566)
59,(LICENCE09/2564)
60,(LICENCE10/2564)
61,(LICENCE11/2564)
62,(LICENCE11/2566)
63,(LICENCE12/2564)
64,(MA **PMC*** ไม่ต่อ MA หมด 01/2559)
65,(MA **PMC*** ไม่ต่อ MA หมด 01/2559)240697
66,(MA 01/2566)
67,(MA 02/2566)
68,(MA 03/2566)
69,(MA 04/2566)
70,(MA 05/2566)
71,(MA 06/2566)
72,(MA 07/2566)
73,(MA 08/2565)
74,(MA 08/2566)
75,(MA 09/2565)
76,(MA 09/2566)
77,(MA 09/2566) (TF 09/2565)
78,(MA 10/2565)
79,(MA 10/2566)
80,(MA 11/2565)
81,(MA 11/2566)
82,(MA 12/2565)
83,(MA 12/2565) (TF 09/2564)
84,(MA PMC ไม่ต่อ MA หมด 01/2559)
85,(MA PMC ไม่ต่อ MA หมด 10/2559)
86,(MA หมด 02/2557)
87,(MA หมด 06/2564)
88,(MA หมด 08/2563)
89,(MA หมด 11/2563)NEW11/2562
90,(MA01/2564)
91,(MA01/2565)
92,(MA01/2566)
93,(MA02/2564)
94,(MA02/2565)
95,(MA03/2564)
96,(MA03/2565)
97,(MA03/2566)
98,(MA04/2564)
99,(MA04/2565)
100,(MA05/2564)
101,(MA05/2565)
102,(MA06/2564
103,(MA06/2564)
104,(MA06/2564)1 2 (MA01/2565)3 4 5
105,(MA07/2564)
106,(MA07/2566)
107,(MA08/2564)
108,(MA08/2566)
109,(MA09/2564)
110,(MA09/2565)
111,(MA09/2566)
112,(MA10/2564)
113,(MA10/2565)
114,(MA10/2566)
115,(MA11/2563)
116,(MA11/2564)
117,(MA11/2565)
118,(MA11/2566)
119,(MA12/2564)
120,(MA12/2565)
121,(MA12/2565) (TF09/2564)
122,(NEW - ติดตั้งวันที่ 5/5/64)(จะโอนภายในวันที่ 18/5/64)
123,(NEW )
124,(NEW 01/2565)
125,(NEW 02/2564)
126,(NEW 02/2565)
127,(NEW 03/2564)
128,(NEW 03/2565)
129,(NEW 04/2565)
130,(NEW 05/2565)
131,(NEW 06/2565)
132,(NEW 07/2565)
133,(NEW 08/2565)
134,(NEW 09/2564)
135,(NEW 09/2565)
136,(NEW 10/2564)
137,(NEW 11/2564)
